,repo_name,link,id_oai,status_code,internal_error,messege
107,Repositorio MORA,https://mora.repositorioinstitucional.mx/oai/request,oai:mora.repositorioinstitucional.mx:1018/567,200,NaN,NaN
108,Repositorio MORA,https://mora.repositorioinstitucional.mx/oai/request,oai:mora.repositorioinstitucional.mx:1018/852,200,NaN,NaN
109,Repositorio MORA,https://mora.repositorioinstitucional.mx/oai/request,oai:mora.repositorioinstitucional.mx:1018/383,200,NaN,NaN
110,Aggregator of Repositorio Nacional,https://oai-pmh.repositorionacionalcti.mx/resource/oai-pmh,oai:ipicyt.repositorioinstitucional.mx:1010/62,200,NaN,NaN
111,Aggregator of Repositorio Nacional,https://oai-pmh.repositorionacionalcti.mx/resource/oai-pmh,oai:cide.repositorioinstitucional.mx:1011/30,200,NaN,NaN
112,Aggregator of Repositorio Nacional,https://oai-pmh.repositorionacionalcti.mx/resource/oai-pmh,oai:conacyt.repositorioinstitucional.mx:1000/15,200,NaN,NaN
113,Aggregator of Repositorio Nacional,https://oai-pmh.repositorionacionalcti.mx/resource/oai-pmh,oai:ipicyt.repositorioinstitucional.mx:1010/50,200,NaN,NaN
114,Aggregator of Repositorio Nacional,https://oai-pmh.repositorionacionalcti.mx/resource/oai-pmh,oai:ipicyt.repositorioinstitucional.mx:1010/36,200,NaN,NaN
115,Aggregator of Repositorio Nacional,https://oai-pmh.repositorionacionalcti.mx/resource/oai-pmh,oai:conacyt.repositorioinstitucional.mx:1000/10,200,NaN,NaN
116,Aggregator of Repositorio Nacional,https://oai-pmh.repositorionacionalcti.mx/resource/oai-pmh,oai:ipicyt.repositorioinstitucional.mx:1010/75,200,NaN,NaN
117,Aggregator of Repositorio Nacional,https://oai-pmh.repositorionacionalcti.mx/resource/oai-pmh,oai:cide.repositorioinstitucional.mx:1011/34,200,NaN,NaN
118,Aggregator of Repositorio Nacional,https://oai-pmh.repositorionacionalcti.mx/resource/oai-pmh,oai:cide.repositorioinstitucional.mx:1011/20,200,NaN,NaN
119,Aggregator of Repositorio Nacional,https://oai-pmh.repositorionacionalcti.mx/resource/oai-pmh,oai:ipicyt.repositorioinstitucional.mx:1010/69,200,NaN,NaN
120,Repositorio Institucional del Centro de Investigación en Química Aplicada,https://ciqa.repositorioinstitucional.mx/oai/request,oai:ciqa.repositorioinstitucional.mx:1025/209,200,NaN,NaN
121,Repositorio Institucional del Centro de Investigación en Química Aplicada,https://ciqa.repositorioinstitucional.mx/oai/request,oai:ciqa.repositorioinstitucional.mx:1025/514,200,NaN,NaN
122,Repositorio Institucional del Centro de Investigación en Química Aplicada,https://ciqa.repositorioinstitucional.mx/oai/request,oai:ciqa.repositorioinstitucional.mx:1025/100,200,NaN,NaN
123,Repositorio Institucional del Centro de Investigación en Química Aplicada,https://ciqa.repositorioinstitucional.mx/oai/request,oai:ciqa.repositorioinstitucional.mx:1025/682,200,NaN,NaN
124,Repositorio Institucional del Centro de Investigación en Química Aplicada,https://ciqa.repositorioinstitucional.mx/oai/request,oai:ciqa.repositorioinstitucional.mx:1025/453,200,NaN,NaN
125,Repositorio Institucional del Centro de Investigación en Química Aplicada,https://ciqa.repositorioinstitucional.mx/oai/request,oai:ciqa.repositorioinstitucional.mx:1025/11,200,NaN,NaN
126,Repositorio Institucional del Centro de Investigación en Química Aplicada,https://ciqa.repositorioinstitucional.mx/oai/request,oai:ciqa.repositorioinstitucional.mx:1025/167,200,NaN,NaN
127,Repositorio Institucional del Centro de Investigación en Química Aplicada,https://ciqa.repositorioinstitucional.mx/oai/request,oai:ciqa.repositorioinstitucional.mx:1025/601,200,NaN,NaN
128,Repositorio Institucional del Centro de Investigación en Química Aplicada,https://ciqa.repositorioinstitucional.mx/oai/request,oai:ciqa.repositorioinstitucional.mx:1025/644,200,NaN,NaN
129,Repositorio Institucional del Centro de Investigación en Química Aplicada,https://ciqa.repositorioinstitucional.mx/oai/request,oai:ciqa.repositorioinstitucional.mx:1025/93,200,NaN,NaN
130,Repositorio Institucional de CIATEJ,https://ciatej.repositorioinstitucional.mx/oai/request,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND
131,Repositorio Institucional del INAOE,https://inaoe.repositorioinstitucional.mx/oai/request,oai:inaoe.repositorioinstitucional.mx:1009/2028,200,NaN,NaN
132,Repositorio Institucional del INAOE,https://inaoe.repositorioinstitucional.mx/oai/request,oai:inaoe.repositorioinstitucional.mx:1009/1662,200,NaN,NaN
133,Repositorio Institucional del INAOE,https://inaoe.repositorioinstitucional.mx/oai/request,oai:inaoe.repositorioinstitucional.mx:1009/1006,200,NaN,NaN
134,Repositorio Institucional del INAOE,https://inaoe.repositorioinstitucional.mx/oai/request,oai:inaoe.repositorioinstitucional.mx:1009/1903,200,NaN,NaN
135,Repositorio Institucional del INAOE,https://inaoe.repositorioinstitucional.mx/oai/request,oai:inaoe.repositorioinstitucional.mx:1009/2222,200,NaN,NaN
136,Repositorio Institucional del INAOE,https://inaoe.repositorioinstitucional.mx/oai/request,oai:inaoe.repositorioinstitucional.mx:1009/1925,200,NaN,NaN
137,Repositorio Institucional del INAOE,https://inaoe.repositorioinstitucional.mx/oai/request,oai:inaoe.repositorioinstitucional.mx:1009/1788,200,NaN,NaN
138,Repositorio Institucional del INAOE,https://inaoe.repositorioinstitucional.mx/oai/request,oai:inaoe.repositorioinstitucional.mx:1009/2135,200,NaN,NaN
139,Repositorio Institucional del INAOE,https://inaoe.repositorioinstitucional.mx/oai/request,oai:inaoe.repositorioinstitucional.mx:1009/92,200,NaN,NaN
140,Repositorio Institucional del INAOE,https://inaoe.repositorioinstitucional.mx/oai/request,oai:inaoe.repositorioinstitucional.mx:1009/1402,200,NaN,NaN
141,Repositorio Institucional FLACSO México,https://flacso.repositorioinstitucional.mx/oai/request,oai:flacso.repositorioinstitucional.mx:1026/167,200,NaN,NaN
142,Repositorio Institucional FLACSO México,https://flacso.repositorioinstitucional.mx/oai/request,oai:flacso.repositorioinstitucional.mx:1026/144,200,NaN,NaN
143,Repositorio Institucional FLACSO México,https://flacso.repositorioinstitucional.mx/oai/request,oai:flacso.repositorioinstitucional.mx:1026/123,200,NaN,NaN
144,Repositorio Institucional FLACSO México,https://flacso.repositorioinstitucional.mx/oai/request,oai:flacso.repositorioinstitucional.mx:1026/472,200,NaN,NaN
145,Repositorio Institucional FLACSO México,https://flacso.repositorioinstitucional.mx/oai/request,oai:flacso.repositorioinstitucional.mx:1026/317,200,NaN,NaN
146,Repositorio Institucional FLACSO México,https://flacso.repositorioinstitucional.mx/oai/request,oai:flacso.repositorioinstitucional.mx:1026/156,200,NaN,NaN
147,Repositorio Institucional FLACSO México,https://flacso.repositorioinstitucional.mx/oai/request,oai:flacso.repositorioinstitucional.mx:1026/61,200,NaN,NaN
148,Repositorio Institucional FLACSO México,https://flacso.repositorioinstitucional.mx/oai/request,oai:flacso.repositorioinstitucional.mx:1026/153,200,NaN,NaN
149,Repositorio Institucional FLACSO México,https://flacso.repositorioinstitucional.mx/oai/request,oai:flacso.repositorioinstitucional.mx:1026/492,200,NaN,NaN
150,Repositorio Institucional FLACSO México,https://flacso.repositorioinstitucional.mx/oai/request,oai:flacso.repositorioinstitucional.mx:1026/335,200,NaN,NaN
151,COMIMSA,https://comimsa.repositorioinstitucional.mx/oai/request,oai:comimsa.repositorioinstitucional.mx:1022/396,200,NaN,NaN
152,COMIMSA,https://comimsa.repositorioinstitucional.mx/oai/request,oai:comimsa.repositorioinstitucional.mx:1022/324,200,NaN,NaN
153,COMIMSA,https://comimsa.repositorioinstitucional.mx/oai/request,oai:comimsa.repositorioinstitucional.mx:1022/80,200,NaN,NaN
154,COMIMSA,https://comimsa.repositorioinstitucional.mx/oai/request,oai:comimsa.repositorioinstitucional.mx:1022/58,200,NaN,NaN
155,COMIMSA,https://comimsa.repositorioinstitucional.mx/oai/request,oai:comimsa.repositorioinstitucional.mx:1022/378,200,NaN,NaN
156,COMIMSA,https://comimsa.repositorioinstitucional.mx/oai/request,oai:comimsa.repositorioinstitucional.mx:1022/285,200,NaN,NaN
157,COMIMSA,https://comimsa.repositorioinstitucional.mx/oai/request,oai:comimsa.repositorioinstitucional.mx:1022/292,200,NaN,NaN
158,COMIMSA,https://comimsa.repositorioinstitucional.mx/oai/request,oai:comimsa.repositorioinstitucional.mx:1022/103,200,NaN,NaN
159,COMIMSA,https://comimsa.repositorioinstitucional.mx/oai/request,oai:comimsa.repositorioinstitucional.mx:1022/25,200,NaN,NaN
160,COMIMSA,https://comimsa.repositorioinstitucional.mx/oai/request,oai:comimsa.repositorioinstitucional.mx:1022/108,200,NaN,NaN
161,Fuente de Objetos Científicos Open Access,https://cimav.repositorioinstitucional.mx/oai/request,oai:cimav.repositorioinstitucional.mx:1004/1072,200,NaN,NaN
162,Fuente de Objetos Científicos Open Access,https://cimav.repositorioinstitucional.mx/oai/request,oai:cimav.repositorioinstitucional.mx:1004/237,200,NaN,NaN
163,Fuente de Objetos Científicos Open Access,https://cimav.repositorioinstitucional.mx/oai/request,oai:cimav.repositorioinstitucional.mx:1004/407,200,NaN,NaN
164,Fuente de Objetos Científicos Open Access,https://cimav.repositorioinstitucional.mx/oai/request,oai:cimav.repositorioinstitucional.mx:1004/376,200,NaN,NaN
165,Fuente de Objetos Científicos Open Access,https://cimav.repositorioinstitucional.mx/oai/request,oai:cimav.repositorioinstitucional.mx:1004/543,200,NaN,NaN
166,Fuente de Objetos Científicos Open Access,https://cimav.repositorioinstitucional.mx/oai/request,oai:cimav.repositorioinstitucional.mx:1004/1033,200,NaN,NaN
167,Fuente de Objetos Científicos Open Access,https://cimav.repositorioinstitucional.mx/oai/request,oai:cimav.repositorioinstitucional.mx:1004/1300,200,NaN,NaN
168,Fuente de Objetos Científicos Open Access,https://cimav.repositorioinstitucional.mx/oai/request,oai:cimav.repositorioinstitucional.mx:1004/1857,200,NaN,NaN
169,Fuente de Objetos Científicos Open Access,https://cimav.repositorioinstitucional.mx/oai/request,oai:cimav.repositorioinstitucional.mx:1004/1499,200,NaN,NaN
170,Fuente de Objetos Científicos Open Access,https://cimav.repositorioinstitucional.mx/oai/request,oai:cimav.repositorioinstitucional.mx:1004/2672,200,NaN,NaN
171,Repositorio Institucional CICESE,https://cicese.repositorioinstitucional.mx/oai/request,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND
172,Repositorio Institucional CIDESI,https://cidesi.repositorioinstitucional.mx/oai/request,oai:cidesi.repositorioinstitucional.mx:1024/166,200,NaN,NaN
